,section_1_mean_tfidf,section_2_mean_tfidf,section_3_mean_tfidf,section_4_mean_tfidf,diff_vs_others_max_s1,diff_vs_others_max_s2,diff_vs_others_max_s3,diff_vs_others_max_s4
정원,0.05205019772222045,0.028630546433723838,0.019245334351077826,0.02741669686728437,0.02341965128849661,-0.02341965128849661,-0.03280486337114262,-0.02463350085493608
파업,0.025102025162572417,0.007861886683184868,0.006347384822117761,0.003930603030123378,0.01724013847938755,-0.01724013847938755,-0.018754640340454657,-0.02117142213244904
전공의,0.036345803422292794,0.019715138063699397,0.018096570106888008,0.011302155203534328,0.016630665358593397,-0.016630665358593397,-0.018249233315404786,-0.025043648218758464
소아,0.017560265549371956,0.0016074432201122386,0.0016695690147107826,0.0007393604743888248,0.015890696534661172,-0.01595282232925972,-0.015890696534661172,-0.01682090507498313
정부,0.054792451136328205,0.03943864056906895,0.027842993253705855,0.022009097973137336,0.015353810567259256,-0.015353810567259256,-0.02694945788262235,-0.032783353163190865
지방,0.029129174822830083,0.013779405387176586,0.011168964864684133,0.010282207724970507,0.015349769435653497,-0.015349769435653497,-0.01796020995814595,-0.018846967097859574
진료,0.02880027791390386,0.013774864343260713,0.010582776110307958,0.0076356895097975394,0.015025413570643149,-0.015025413570643149,-0.018217501803595902,-0.021164588404106323
필수,0.026882589410607574,0.01196281967412534,0.010750873109091317,0.009839259242767235,0.014919769736482234,-0.014919769736482234,-0.016131716301516257,-0.01704333016784034
청소년과,0.015443985334301346,0.0007699183816775066,0.0006800676613586442,0.0003277782549501034,0.014674066952623839,-0.014674066952623839,-0.014763917672942701,-0.015116207079351242
환자,0.0308306702120874,0.01924902632519045,0.01448118422058056,0.009774787059704726,0.01158164388689695,-0.01158164388689695,-0.01634948599150684,-0.021055883152382673
지역,0.03889024546342161,0.027886510980183316,0.020423730917436697,0.023261690293671734,0.011003734483238294,-0.011003734483238294,-0.018466514545984913,-0.015628555169749876
수도,0.021966234385303065,0.010981130293341024,0.008066881622748674,0.006787938456829102,0.010985104091962041,-0.010985104091962041,-0.013899352762554391,-0.015178295928473962
부족,0.01972022776177331,0.008802496291796797,0.007983018833423604,0.007677550473647776,0.010917731469976514,-0.010917731469976514,-0.011737208928349707,-0.012042677288125535
확대,0.0219344995708326,0.011677500629146659,0.007485663961904745,0.007383674290662138,0.01025699894168594,-0.01025699894168594,-0.014448835608927854,-0.014550825280170461
반대,0.019248120490104027,0.00940175057283109,0.006592128159497186,0.007598311641389528,0.009846369917272937,-0.009846369917272937,-0.012655992330606842,-0.011649808848714499
발표,0.022044244161942554,0.012628754792870182,0.008292788659522156,0.01091951181227471,0.009415489369072372,-0.009415489369072372,-0.013751455502420398,-0.011124732349667843
사직서,0.01204222659626475,0.002888294710368111,0.0014157543399398213,0.0002808952730031681,0.00915393188589664,-0.00915393188589664,-0.01062647225632493,-0.011761331323261582
국민,0.031792287364334856,0.022846249980149752,0.020594083388197484,0.012750356487511254,0.008946037384185104,-0.008946037384185104,-0.011198203976137373,-0.019041930876823602
면허,0.013427510475341017,0.004737697246284615,0.004157652649113887,0.003809048947345804,0.008689813229056402,-0.008689813229056402,-0.00926985782622713,-0.009618461527995212
정책,0.02374939543937016,0.015469903063070395,0.012760182057951755,0.013445712739589312,0.008279492376299767,-0.008279492376299767,-0.010989213381418407,-0.01030368269978085
인력,0.014873986316415103,0.006653209636551153,0.005372613358585194,0.004917619223186434,0.008220776679863949,-0.008220776679863949,-0.00950137295782991,-0.009956367093228669
