,doc_freq,mean_tfidf_in_corpus,sticky_score
실제,112,0.0027498338411220233,29.867990088458804
중심,150,0.0041943293138435945,28.877645396919597
경험,134,0.0036936765297359286,28.54904873633015
존재,90,0.0021564963644454703,28.512625901855298
고려,174,0.00513522265776362,28.360828890181732
수준,281,0.009037351128274605,27.99543389574568
개인,205,0.0063615969263809925,27.84721875567008
지금,271,0.008809246485428614,27.626994632315906
핵심,118,0.0032774505853999086,27.58652558202912
현실,250,0.008157959490929578,27.298657550037248
인정,137,0.004088666855222923,26.922572040530707
자리,164,0.0051015706170373775,26.87832531874069
방향,152,0.0046558105010196995,26.875016405269513
활용,140,0.004246902642287355,26.682408564563698
참고,181,0.005806010378626876,26.59414105044563
의견,285,0.009757903573130229,26.492150451305218
부족,250,0.008447171140481767,26.462948144205104
사례,108,0.00308839833429091,26.41621269976656
적용,147,0.00457007993895908,26.39100365002498
마무리,106,0.0030369958337036814,26.257148723077055
조건,136,0.004234518853204921,25.9813755215977
이제,169,0.005534818373277188,25.86146857441228
활동,253,0.008793982607358239,25.83218800183703
예정,167,0.005467930663852481,25.819695460453513
정확,110,0.0032613162952495603,25.813620106685352
단순,104,0.00305394788100485,25.65400519510911
하루,196,0.0066427534140295254,25.64520786974625
상대,125,0.003879717411616186,25.61623746949711
준비,324,0.011719440472770811,25.47281861129066
주목,65,0.0015597283657510811,25.393319412205503
확보,90,0.002552115024317427,25.33701734990813
기회,165,0.005523942940454856,25.291453574315906
정성,101,0.0030235658168985776,25.102112055880884
차이,163,0.005495294315201524,25.09509070566924
마찬가지,84,0.0023485939880638763,25.085155232142064
목적,164,0.00554965308882765,25.03949411912365
최종,136,0.004442648433878773,24.98783481097967
동시,82,0.0022894293937002668,24.928335642966488
부탁,131,0.0042622412402231035,24.89433570598637
입장,231,0.008290946630705379,24.862913240355383
구조,136,0.004473286062657594,24.84796125089873
비교,166,0.005683611034324239,24.836873233270644
전문가,125,0.004034303195485571,24.829652713823776
파악,103,0.003150630435921056,24.81550732838096
요소,78,0.0021463784784242347,24.79040602866819
마지막,150,0.0050783804032887596,24.67762628328448
정치,285,0.010559023027362977,24.656063001634024
시점,89,0.002611316649820488,24.644751106061005
강조,101,0.003133531313896369,24.43431350343271
이야기,207,0.007483096142006939,24.401468111974943
제시,105,0.003331625836060703,24.24032083424127
특성,59,0.0014359831325476476,24.220200547240843
성공,140,0.00480888063786484,24.10102887764958
졸업,169,0.006015145362005401,24.090733873501435
당시,71,0.001962990463462399,23.96227759607199
제도,153,0.005392950275201609,23.932612239061246
원인,84,0.0025224437134360174,23.847080843219782
전국,217,0.008101763512388041,23.841533534094804
기준,284,0.010933326731291531,23.798895848154068
역할,73,0.0020710786687773825,23.770149798559803
전반,87,0.00266018376640586,23.76929836105748
세계,117,0.003958318851559145,23.59670757422333
결정,286,0.01112542363293682,23.586804771350476
