,section_1_mean_tfidf,section_2_mean_tfidf,section_3_mean_tfidf,section_4_mean_tfidf,diff_vs_others_max_s1,diff_vs_others_max_s2,diff_vs_others_max_s3,diff_vs_others_max_s4
수시,0.007600533805584646,0.01563281641803502,0.03114334122646949,0.020702603693291185,-0.023542807420884843,-0.01551052480843447,0.010440737533178306,-0.010440737533178306
수능,0.016858680804297085,0.02087568016433138,0.036581640687428925,0.027248929791269503,-0.01972295988313184,-0.015705960523097546,0.009332710896159422,-0.009332710896159422
경쟁,0.008099255464118993,0.00742229900253355,0.02033373611232055,0.011644416261686118,-0.012234480648201557,-0.012911437109787,0.008689319850634432,-0.008689319850634432
추석,9.051132276247553e-05,4.033757998516283e-05,0.006796579037482207,5.1524975338363435e-05,-0.006706067714719732,-0.006756241457497044,0.006706067714719732,-0.006745054062143843
접수,0.0018105643475476373,0.0028814881246260805,0.009467646027325794,0.0023891246846618895,-0.007657081679778157,-0.006586157902699714,0.006586157902699714,-0.007078521342663905
논술,0.0033142120148862753,0.00828368040799527,0.014566465843218279,0.006471650134369193,-0.011252253828332004,-0.0062827854352230095,0.0062827854352230095,-0.008094815708849085
응급실,0.008133115435973786,0.0031346719073279536,0.014321191449099796,0.002170932175129005,-0.00618807601312601,-0.011186519541771842,0.00618807601312601,-0.01215025927397079
최저,0.008104016168527465,0.011948434947424171,0.01810457181622988,0.011536004252581644,-0.010000555647702414,-0.0061561368688057075,0.0061561368688057075,-0.006568567563648235
지원,0.01561534585965138,0.01423196583528039,0.023210333564014456,0.017433159891638992,-0.007594987704363076,-0.008978367728734067,0.005777173672375464,-0.005777173672375464
원서,0.0012716644051908304,0.002639470242657257,0.010702949904751555,0.005698692522315346,-0.009431285499560724,-0.008063479662094298,0.005004257382436208,-0.005004257382436208
평원,0.0006776582487120962,0.0010701362594784307,0.008198394457536926,0.0033121408985202156,-0.00752073620882483,-0.007128258198058495,0.004886253559016711,-0.004886253559016711
시험,0.005503113883907738,0.007747595816885693,0.012906940683885898,0.008101027518081007,-0.00740382679997816,-0.005159344867000205,0.004805913165804891,-0.004805913165804891
평가,0.0063465912251002305,0.009966113178733771,0.014499668006115886,0.010082003093100839,-0.008153076781015655,-0.004533554827382115,0.004417664913015047,-0.004417664913015047
면접,0.0026694240906786552,0.007209336672304096,0.013740680368748188,0.009355005890318199,-0.011071256278069532,-0.006531343696444092,0.004385674478429989,-0.004385674478429989
교육,0.017751312593052713,0.015605792955431175,0.021815754006663465,0.016891613360106767,-0.004064441413610752,-0.006209961051232289,0.004064441413610752,-0.0049241406465566975
내년,0.005496620802819351,0.0067745835033811725,0.012219444291065666,0.00862792271224424,-0.006722823488246315,-0.005444860787684493,0.003591521578821425,-0.003591521578821425
한동훈,0.00398933235433404,0.003178204937660276,0.007479384262386912,0.003847448369349399,-0.0034900519080528717,-0.004301179324726637,0.0034900519080528717,-0.003631935893037513
영어,0.005070476785006097,0.008491118000400852,0.011716407615574893,0.006750379776155756,-0.006645930830568796,-0.003225289615174041,0.003225289615174041,-0.004966027839419137
학습,0.0031774442262188043,0.005996547756265965,0.00892846824720805,0.0034932381013136012,-0.0057510240209892455,-0.002931920490942084,0.002931920490942084,-0.0054352301458944485
청문회,7.458019847425703e-05,0.0020849809223354152,0.004869174542679493,0.0005810957992058881,-0.004794594344205236,-0.0027841936203440777,0.0027841936203440777,-0.004288078743473605
예비,0.0016234329462357022,0.001589339756092022,0.007914158517198656,0.005233569053266939,-0.0062907255709629545,-0.006324818761106635,0.0026805894639317174,-0.0026805894639317174
의원,0.0068638834169595046,0.007668690503071744,0.010333885414283444,0.005231848034124714,-0.003470001997323939,-0.0026651949112117,0.0026651949112117,-0.005102037380158729
상향,0.001468498814725732,0.0015415556792914085,0.0048332178275225565,0.0022250873342978287,-0.0033647190127968248,-0.0032916621482311477,0.0026081304932247277,-0.0026081304932247277
기록,0.0031749626032028903,0.0035218271092477852,0.005958939170295099,0.003289368650120932,-0.0027839765670922088,-0.002437112061047314,0.002437112061047314,-0.002669570520174167
여야,0.0017420059232892847,0.001475524825443161,0.004172972324690367,0.000949231745281519,-0.002430966401401082,-0.002697447499247206,0.002430966401401082,-0.0032237405794088483
주의,0.0012637167728327596,0.0029872584640434877,0.0052577751819741754,0.002709374863269984,-0.003994058409141416,-0.0022705167179306878,0.0022705167179306878,-0.0025484003187041912
국회,0.003061544709628011,0.005915429966466459,0.008174943356583825,0.0044747079853123374,-0.005113398646955814,-0.0022595133901173667,0.0022595133901173667,-0.003700235371271488
대표,0.008519813485519199,0.008447378330642035,0.010762622961132754,0.007188071720888463,-0.0022428094756135556,-0.0023152446304907197,0.0022428094756135556,-0.003574551240244291
출제,0.0009114026713510446,0.0033634280036323964,0.005493183400896548,0.0018907969834228546,-0.004581780729545504,-0.002129755397264152,0.002129755397264152,-0.0036023864174736936
능력,0.004043176138832483,0.004138144360325104,0.006124180945616325,0.004044900578593841,-0.002081004806783842,-0.001986036585291221,0.001986036585291221,-0.0020792803670224838
저작,0.0005846755652331509,0.001998385372134352,0.005740344140128001,0.003830690156737341,-0.00515566857489485,-0.003741958767993649,0.00190965398339066,-0.00190965398339066
김건,0.0012324902100752091,0.0021072522321765753,0.0039587769210391605,0.0013493767985335743,-0.0027262867109639514,-0.0018515246888625853,0.0018515246888625853,-0.002609400122505586
난이도,0.0012182953549734752,0.0023669526438945534,0.004774023506132533,0.002949774308004792,-0.0035557281511590577,-0.0024070708622379797,0.0018242491981277412,-0.0018242491981277412
