,section_1_mean_tfidf,section_2_mean_tfidf,section_3_mean_tfidf,section_4_mean_tfidf
총선,0.011831633241437071,0.011606337982193323,0.002447886793207897,0.002492108807509826
윤석열,0.00913007799050275,0.011800714850754178,0.01177201651963424,0.009309176171929449
성적,0.004699404219355935,0.007839793704603325,0.010734530669144008,0.011795597754014625
사직서,0.011795137119497449,0.0028325518520979373,0.0013717485180732496,0.000272200828677184
교육부,0.007935665043180414,0.007271028825406244,0.01142316060893322,0.011794875017874544
영어,0.005059898947354503,0.008480231817688158,0.011706025946920679,0.006745546232490744
포스팅,0.009057750429740156,0.011658299824863591,0.007950977738628535,0.002815699335971343
화교,0.0,0.0,1.947382139777841e-06,0.011629236767129257
반발,0.011624247231789646,0.004535565337439771,0.003335154583855159,0.004033176954772951
정지,0.006191363254941528,0.011440128973834021,0.003677864870378886,0.002893489381214673
설명회,0.0037561904457246017,0.010226680489996075,0.008616655630681183,0.01138588197278582
편입,0.0035332258553182833,0.007736904013649195,0.005977005198005227,0.011382848426604846
국가,0.011366131485029277,0.008251163490136413,0.008289620664063831,0.00663074592006078
금지,0.008908450312651434,0.006445753554588206,0.005385446462081714,0.011353321615096602
시장,0.011165976979658666,0.007525021900034051,0.0059396485343345806,0.0036517815305464564
단체,0.011122268263348617,0.006979246355074083,0.004373221300308622,0.0036939317632649527
행동,0.011084541211713955,0.005600617745264997,0.0028468179459209203,0.0031568195534057543
기준,0.007636063290640928,0.009438623267178894,0.011036682873398238,0.010131787599127116
영향,0.007851273813239102,0.007859805713193228,0.00848228310835003,0.010998834236672224
간호사,0.010947749090990186,0.0057476393857301645,0.008312593984196003,0.006238900758213413
제한,0.005839848453748774,0.005034131717184407,0.006098845212171279,0.010871070886752822
신청,0.010829867001311288,0.009755964405814534,0.00550822474671578,0.009158327326606463
원서,0.0012703690869823884,0.002637153997034793,0.010692474217259952,0.005697087358017485
대표,0.008415747747465886,0.008394055427770213,0.010683636980540239,0.0071614524269570596
개혁,0.008871274025323152,0.010676608647231519,0.009638652663085518,0.0068835244429335425
집행,0.0019384014432992514,0.010661127953624235,0.001326968189729802,0.0007288560239804948
수준,0.010624092016263357,0.00686198835196659,0.007309114754158332,0.00850442814117533
이재명,0.005548483969924773,0.003979950362464335,0.004291540561308705,0.010593046804114999
미국,0.010154330479635718,0.010536752448222287,0.009614759227446638,0.009347297594652618
정치,0.01039355589628369,0.008157603124630994,0.009299434607829084,0.010498557045124247
약대,0.003963325279436439,0.004876200092894453,0.009382918064090669,0.010486605324949516
탐구,0.0021450031334783117,0.004587963991163094,0.007122747242421886,0.010437181380202444
인구,0.010285404564262789,0.006332312360839872,0.004238002293421616,0.0036518096169280943
일반,0.007116903487709478,0.0074328491672201675,0.008701477333352099,0.01027034513707177
전문의,0.010262796489052014,0.005486532500440115,0.006702585237289025,0.005138738698346201
현장,0.01026199544966031,0.005799371289636991,0.005436993672496745,0.0034172298437544556
찬성,0.010243442504920725,0.006384019217698981,0.003778329597650111,0.0027652312832332385
과학,0.005911633174928628,0.010219180591147417,0.008040273613837995,0.006886123928306904
이야기,0.010199004620164745,0.007003175081693361,0.006379942434060983,0.006801567643601612
의원,0.006738390044073357,0.007560153479525441,0.010185912100272478,0.00515306852050679
근거,0.006966774009728565,0.010137548088389492,0.00501631849436042,0.0037863828586433626
현실,0.01011711428057828,0.005517277811008986,0.007322872215842178,0.007738400739103632
수요,0.01009615968030271,0.004502671697845868,0.003655519697497816,0.003557851758268871
규칙,0.0035959063196936004,0.003630619160487072,0.004789422102118173,0.010040677776827931
