topic_0,topic_1,topic_2,topic_3,topic_4,dominant_topic,section,date,title
0.815426041534591,0.0022123113999432723,0.17791737403753938,0.0022192320822596303,0.0022250409456666294,0,1,2024-03-21,지방으로 이사까지 가는 이유와 코인 풀매수 해야하는 시기
0.6307113219167297,0.000888813469544892,0.2796799634796084,0.0878407073375689,0.0008791937965481284,0,1,2024-03-21,전국 의대 정원 증가와 관련주
0.002319160151936072,0.04745174945040226,0.41545368576457514,0.5324740107184418,0.0023013939146448227,3,1,2024-03-21,의사 증원 전쟁 패배 시 일본 의사가 되는 방법 탐색
0.019936017348236707,0.0015005579218950542,0.9755998756105134,0.0014804414959716787,0.0014831076233831576,2,1,2024-03-21,2025학년도 의과대학 학생 정원 배정 결과
0.0014378315731439413,0.0014387488244839558,0.9617725718310747,0.03390257519325149,0.0014482725780459028,2,1,2024-03-21,전주독학재수학원 전북권 의대 증원 현황 분석과 대응 방안
0.15931720512397293,0.001297301683231595,0.14119022935785144,0.6124968671499026,0.08569839668504144,3,1,2024-03-21,변호사블로그 그냥 꾸준히 포스팅만 하면 충분할까요
0.006725447525834534,0.0067162785524244135,0.07079941019381754,0.9089996384781163,0.006759225249807246,3,1,2024-03-21,걱정스럽다 의대 증원
0.0019733030442677865,0.20557231959590508,0.5413852367589042,0.24913236909302472,0.0019367715078983537,2,1,2024-03-21,의대증원하면 정시늘어난다고 학교 그만두고 검정고시로 부채질
0.000718975108602963,0.0007237806806035804,0.0007384443313580585,0.9970981496476602,0.0007206502317752179,3,1,2024-03-20,의료 개혁 도대체 문제의 본질이 무언가요 마지막
0.9972804706921033,0.0006780159232575411,0.0006876218855960913,0.0006780471203623024,0.0006758443786807894,0,1,2024-03-20,시황정리 3월 20일 급등종목 요약
0.6255238491148472,0.12948635051527038,0.04858022070787293,0.19623498709282722,0.00017459256918215304,0,1,2024-03-20,서울신문 24년 3월 20일 수요일
0.010135400206527341,0.2622470680957376,0.7071386824564795,0.010165201087099951,0.010313648154155688,2,1,2024-03-20,의대증원에 역대급 입시변수 도사려 상아탑 연쇄 대이동 우려
0.0008190899661444281,0.07294350106322135,0.39322446887581,0.5322104633710855,0.0008024767237387673,3,1,2024-03-20,의대 정원 2000명 늘렸는데 인서울 0명 왜
0.11737318131067984,0.42725999252333235,0.007796831475962285,0.43969798120427045,0.00787201348575517,3,1,2024-03-20,의대 증원 2천명 쐐기 확정 지역 의료계 수급과 국민 건강 증진의 교두보 확보 반발하는 일부 의사들 잘라버리면 그만 윤석열 대통령 국정 지지율 상승 유력
0.1234933276442667,0.06160314957984853,0.6027711132462118,0.1891608870059889,0.022971522523684135,2,1,2024-03-20,종합 인서울 의대엔 0명 지역 국립의대 최대 4배 증원
0.011510140985761556,0.011402054297499348,0.9543483965554496,0.011569180532679385,0.01117022762861012,2,1,2024-03-20,교육부 2025학년도 의대 정원 대학별 배정결과
0.005995447471703431,0.006065774122016727,0.31817998288869054,0.6637690916264318,0.00598970389115727,3,1,2024-03-20,2025년 의대 정원 2000명 증원 비수도권 82 경인 18 경상국립대 124명 충북대 151명 증원
0.001462534694739386,0.0014729108751943276,0.47449914080697114,0.04813206942560461,0.4744333441974904,2,1,2024-03-20,346일에는 3월 20일 수요일
0.0013642305795929404,0.0013565453103922985,0.5769520327026069,0.4189672400886385,0.0013599513187692938,2,1,2024-03-21,의대 증원 발표 ft 각 대학별 증원 인원
0.0017266262826896202,0.001731428543020443,0.7860312061302834,0.20881750431854632,0.0016932347254601458,2,1,2024-03-21,의대 증원 2000명 의대 정원 배정 결과
0.04654287535753427,0.0031741948234719907,0.6838419173398133,0.003216839811194096,0.2632241726679863,2,1,2024-03-21,정원 증원하지 않은 8개 서울 소재 의대
0.0010541820962365602,0.39947703407226387,0.5645398408769163,0.033868808583922806,0.001060134370660305,2,1,2024-03-21,영어회화어플 의대 증원 의료 파업 영어로 트렌드 이슈 공부 앱 추천
0.0007352180269241128,0.0007351986135327156,0.015294159632372748,0.9825024913290933,0.0007329323980769847,3,1,2024-03-21,의대 증원 2000명 서울 0명 비수도권 82 확정 발표
0.016114585658768766,0.015961390810619255,0.936289754691657,0.015846659713358347,0.015787609125596527,2,1,2024-03-21,2025학년 학교별 의대증원 결과
0.0058035971226389664,0.0058115913543016415,0.6588959178227171,0.3237275728469232,0.005761320853419056,2,1,2024-03-21,의대증원 발표 2025년 의대생 5058명 2024년 수험생 2025년 수능
0.0017946578803689963,0.0017954343852203964,0.9565542548392714,0.038064916850379785,0.0017907360447594832,2,1,2024-03-21,의대 증원 대입 대혼돈 예상 수험생 필독
0.7021384072943836,0.001261752341525814,0.23263485265723702,0.0012719541459647204,0.06269303356088893,0,1,2024-03-20,파주 중문 운정신도시 산내마을10단지 센트럴푸르지오 초슬림3연동 아치형 현관중문 시공
0.00044621512117883045,0.908979563683906,0.018472815227498423,0.07165402747828539,0.0004473784891313308,1,1,2024-03-21,D 20 3월 21일 목 녹색정의당 선대본부장 브리핑
0.0008250094636659965,0.0008100784520392807,0.9967412779499338,0.0008132149941928526,0.0008104191401680018,2,1,2024-03-22,직장인수능 30대한의대 수능 어디서부터 준비해야 할까 시작은 생기부 조회부터 f 의대 증원
0.0015244520726511667,0.445520562756357,0.172676437594422,0.001515576856822564,0.3787629707197474,1,1,2024-03-22,3월
0.0032556889738396748,0.26142007250790744,0.00325549444555191,0.7287784705260929,0.0032902735466080915,3,1,2024-03-23,2025학년도 대학별 의대증원수와 의대생들의 의대증원 생각
0.17144160494883554,0.0019166013995927794,0.8228107301397659,0.0019143413292821406,0.0019167221825235356,2,1,2024-03-23,의대증원이 부동산에 미치는 영향 Ft 전부스
0.0011393414226889402,0.0011325546270061642,0.9489064482411935,0.04769785574188445,0.0011237999672268606,2,1,2024-03-23,인천입시정보 의대 증원에 따른 전형별 인원 예상과 입시환경 변화 분석
0.003263862478825613,0.10196141760134132,0.8882501395492028,0.0032791966122186177,0.0032453837584116335,2,1,2024-03-23,홍수학이 전하는 2025학년도 의대증원 배정결과
0.0017729224139830344,0.0017718926466256872,0.6311837808617609,0.36351410801240885,0.0017572960652214656,2,1,2024-03-23,2025학년도 의대 정원확대 증원인원 발표
0.0032712154140389577,0.0032559872008058118,0.9869216307151062,0.0032705846166369026,0.003280582053412118,2,1,2024-03-23,의대 2000명 증원 올해 대입에 미치는 영향 대입논술 입시논술 수시논술
0.5605559750709184,0.0011463329161403631,0.43595829670203384,0.0011763201625448363,0.0011630751483625971,0,1,2024-03-23,의대 증원 발표 대구 수혜아파트는 여기죠
0.07593085363901751,0.09415578121391309,0.4177599325864916,0.410674556453279,0.0014788761072988654,2,1,2024-03-23,Yoon s med school quota hike plan raises fears regarding brain drain 윤정부의 의대 증원계획으로 과학계 인재고갈 우려
0.08373746584301738,0.0008540598830302296,0.13569790407354707,0.2844743558485593,0.49523621435184606,4,1,2024-03-23,정릉동커피 부추빵맛집 푸딩고양이 고양이카페 아기자기한카페 스트레이트다큐 발레7일차 서울청년정책네트워크선발 공공의대 의대정원확대 의대정원 의대다큐 의대블랙홀 의대증원 이공계의몰락
0.0020574321115355365,0.15999176626406683,0.0020682718817818095,0.8338423076057943,0.0020402221368214977,3,1,2024-03-23,의대 증원 갈등 상급 협력 병원 환자 이송시키면 양쪽 병원에 지원금
0.005081911500389221,0.545880057573946,0.4389077178923649,0.005102013678290767,0.005028299355009134,1,1,2024-03-23,의대 2000명 증원 확정 서울 0명 경인권 361명 비수도권 1639명
0.9163464354932208,0.07977233551120037,0.003167144570228743,0.00035649564482288754,0.0003575887805272468,0,1,2024-03-23,장마감 주요 이슈
0.0018961505096729166,0.15891979263893669,0.1865227843330084,0.0629656586356829,0.5896956138826991,4,1,2024-03-23,뉴스 두 아이 죽여 냉장고 유기한 엄마 또 아기 낳았다 이번엔 옥중 출산 전국부 사건창고
