,section_1_mean_tfidf,section_2_mean_tfidf,section_3_mean_tfidf,section_4_mean_tfidf,diff_vs_others_max_s1,diff_vs_others_max_s2,diff_vs_others_max_s3,diff_vs_others_max_s4
수시,0.007591591136332782,0.01561708495847328,0.03110924988865268,0.020695478292701963,-0.023517658752319898,-0.015492164930179401,0.010413771595950718,-0.010413771595950718
수능,0.016801505747276006,0.02086585250765454,0.036559690979116405,0.0272381673003465,-0.0197581852318404,-0.015693838471461864,0.009321523678769907,-0.009321523678769907
경쟁,0.007949298302527604,0.007381787670959701,0.020286404214512537,0.011619456926187401,-0.012337105911984933,-0.012904616543552835,0.008666947288325136,-0.008666947288325136
추석,8.981641471214362e-05,4.033707497488217e-05,0.0067089326193432025,5.143551986959773e-05,-0.006619116204631059,-0.006668595544368321,0.006619116204631059,-0.006657497099473605
접수,0.0017969634411636828,0.0028674021009054557,0.009448789085660922,0.002386665095397436,-0.0076518256444972396,-0.006581386984755466,0.006581386984755466,-0.007062123990263486
논술,0.003292973889745001,0.008281857470227555,0.01456416911892833,0.0064713837991429825,-0.01127119522918333,-0.006282311648700776,0.006282311648700776,-0.00809278531978535
최저,0.008075720177627522,0.011938572957562314,0.018086646747285943,0.011526583113347075,-0.010010926569658421,-0.006148073789723629,0.006148073789723629,-0.006560063633938868
응급실,0.007872526258940511,0.0030264160969537372,0.013885239576975798,0.002101693197070521,-0.006012713318035287,-0.01085882348002206,0.006012713318035287,-0.011783546379905276
지원,0.015369253751792262,0.014141452121145004,0.02308350319076804,0.017371891212313625,-0.007714249438975777,-0.008942051069623034,0.005711611978454413,-0.005711611978454413
원서,0.0012703690869823884,0.002637153997034793,0.010692474217259952,0.005697087358017485,-0.009422105130277563,-0.008055320220225159,0.004995386859242467,-0.004995386859242467
평원,0.0006680007195775186,0.0010628220978038821,0.008162388111880518,0.003271986413938562,-0.007494387392303,-0.007099566014076636,0.004890401697941957,-0.004890401697941957
시험,0.00546438081624395,0.0077226827458645505,0.012879022621430132,0.008081462929594942,-0.007414641805186182,-0.005156339875565581,0.00479755969183519,-0.00479755969183519
평가,0.006276701707573164,0.00993366500391381,0.01445676551263183,0.010055885576970687,-0.008180063805058665,-0.0045231005087180195,0.004400879935661142,-0.004400879935661142
면접,0.002657017965952495,0.007205636216983789,0.013703437092512058,0.00935323060540285,-0.011046419126559563,-0.0064978008755282686,0.004350206487109208,-0.004350206487109208
교육,0.017468253455974542,0.015412774457549166,0.02165209328519006,0.01676782799931286,-0.004183839829215517,-0.006239318827640894,0.004183839829215517,-0.004884265285877199
내년,0.005446248817890399,0.006724531672791166,0.012134012981034194,0.00860452191240459,-0.006687764163143795,-0.005409481308243028,0.0035294910686296047,-0.0035294910686296047
한동훈,0.003975562332793622,0.0031698699189422696,0.007437340253503829,0.0038465937049035597,-0.003461777920710207,-0.00426747033456156,0.003461777920710207,-0.003590746548600269
