,section_1_mean_tfidf,section_2_mean_tfidf,section_3_mean_tfidf,section_4_mean_tfidf,diff_vs_others_max_s1,diff_vs_others_max_s2,diff_vs_others_max_s3,diff_vs_others_max_s4
복귀,0.006667458184956406,0.006291634851939969,0.0057564991922979996,0.024050871720246638,-0.017383413535290233,-0.017759236868306667,-0.01829437252794864,0.017383413535290233
학번,0.0009376251044102433,0.0008165245751209899,0.005215599771128946,0.020096783939513835,-0.019159158835103593,-0.019280259364392843,-0.014881184168384888,0.014881184168384888
수업,0.005863059397710345,0.007709197042161449,0.010133846598396935,0.02347880051526545,-0.017615741117555105,-0.015769603473104,-0.013344953916868515,0.013344953916868515
제적,0.00014000948639440364,0.00037733337088485407,0.0007486135813493062,0.01399154309254166,-0.013851533606147257,-0.013614209721656806,-0.013242929511192355,0.013242929511192355
정시,0.009771903532875832,0.01156198373973431,0.016272521525254092,0.028338590673326124,-0.018566687140450292,-0.016776606933591814,-0.012066069148072033,0.012066069148072033
화교,0.0,0.0,1.947382139777841e-06,0.011629236767129257,-0.011629236767129257,-0.011629236767129257,-0.011627289384989479,0.011627289384989479
입시,0.01968771131600677,0.02695780391040758,0.027238266431707774,0.036289395493041755,-0.016601684177034986,-0.009331591582634174,-0.009051129061333981,0.009051129061333981
후기,0.001850834865617178,0.00221129166196024,0.0034951997306564495,0.012215789563519503,-0.010364954697902325,-0.010004497901559262,-0.008720589832863054,0.008720589832863054
감사,0.017408371267293686,0.020113396062987586,0.022082141428796324,0.03004825814954673,-0.012639886882253044,-0.009934862086559144,-0.007966116720750406,0.007966116720750406
게시,0.004304204306553967,0.004846994873193363,0.005601175380907514,0.012169555631291771,-0.007865351324737804,-0.0073225607580984075,-0.006568380250384257,0.006568380250384257
계엄,0.00013205343597265373,1.8170665825728334e-05,0.0014159787669066116,0.00796874019157186,-0.007836686755599205,-0.007950569525746132,-0.006552761424665248,0.006552761424665248
휴학,0.007636091813836687,0.0048322893072174945,0.009525490208506732,0.016014172991481064,-0.008378081177644377,-0.01118188368426357,-0.006488682782974332,0.006488682782974332
학교,0.009630979018096623,0.012356193074104977,0.015674697315151875,0.02196860004268775,-0.012337621024591128,-0.009612406968582773,-0.006293902727535876,0.006293902727535876
동결,0.0023578053954699967,0.001753356421125303,0.0009549446086110704,0.008643714301801886,-0.0062859089063318895,-0.006890357880676583,-0.007688769693190815,0.0062859089063318895
선배,0.0022713703197430267,0.001371655471174101,0.0023486550746053044,0.008450038461639301,-0.006178668141896274,-0.0070783829904652006,-0.006101383387033997,0.006101383387033997
학년도,0.011200516563237404,0.018920548491239655,0.017322215063195825,0.024802237007422734,-0.01360172044418533,-0.005881688516183078,-0.007480021944226908,0.005881688516183078
황금,0.0007317059243855506,0.0006120639340361109,0.0012004739704693324,0.007015547050142649,-0.006283841125757098,-0.006403483116106538,-0.005815073079673317,0.005815073079673317
대선,0.0019531697909980334,0.0015038952901540476,0.0017675908850725323,0.007711121161505114,-0.005757951370507081,-0.006207225871351066,-0.0059435302764325815,0.005757951370507081
규칙,0.0035959063196936004,0.003630619160487072,0.004789422102118173,0.010040677776827931,-0.006444771457134331,-0.00641005861634086,-0.005251255674709758,0.005251255674709758
생기부,0.0005907404581975928,0.001126625703525324,0.0016914654739880707,0.006872384446399963,-0.00628164398820237,-0.005745758742874639,-0.005180918972411892,0.005180918972411892
인원,0.014317854166813032,0.01729536485005019,0.014113410404799855,0.022380462783363128,-0.008062608616550096,-0.005085097933312938,-0.008267052378563273,0.005085097933312938
복학,0.0001752666852082645,0.00025718579384224015,0.0010648284715686497,0.00612122905278614,-0.005945962367577875,-0.0058640432589438995,-0.00505640058121749,0.00505640058121749
이재명,0.005548483969924773,0.003979950362464335,0.004291540561308705,0.010593046804114999,-0.005044562834190225,-0.006613096441650664,-0.006301506242806293,0.005044562834190225
제한,0.005839848453748774,0.005034131717184407,0.006098845212171279,0.010871070886752822,-0.0050312224330040485,-0.005836939169568415,-0.004772225674581543,0.004772225674581543
수강,0.0011026547755673226,0.0011691385733453884,0.0015117766261439707,0.0061694079309117765,-0.005066753155344454,-0.005000269357566388,-0.004657631304767805,0.004657631304767805
합격,0.009292199892178572,0.00968680243267147,0.017262540688686608,0.021607435824246297,-0.012315235932067726,-0.011920633391574828,-0.00434489513555969,0.00434489513555969
펑크,0.0001740245780701107,0.0008191336059576435,0.0016028735474510035,0.005820489364562462,-0.005646464786492351,-0.005001355758604819,-0.0042176158171114584,0.0042176158171114584
신입,0.0036368594710388625,0.005040529734300243,0.0056717822233974214,0.009787290748891782,-0.00615043127785292,-0.004746761014591539,-0.004115508525494361,0.004115508525494361
과탐,0.0018331105136522533,0.003354945890279981,0.005780711460456015,0.00988921341832241,-0.008056102904670157,-0.006534267528042429,-0.004108501957866395,0.004108501957866395
사탐,0.0014259619440790267,0.0032066540386574026,0.00466224042449081,0.008760856275031951,-0.007334894330952925,-0.005554202236374549,-0.004098615850541141,0.004098615850541141
학생,0.01955962025813962,0.02170575333460999,0.024102134256110325,0.02818591801620424,-0.00862629775806462,-0.00648016468159425,-0.0040837837600939154,0.0040837837600939154
탄핵,0.0011109417523140204,0.00278586886523193,0.005569945352289549,0.00961841894671559,-0.008507477194401569,-0.00683255008148366,-0.004048473594426041,0.004048473594426041
유급,0.002771660892130754,0.0042864929314679456,0.00503231276355353,0.008739466390088876,-0.005967805497958122,-0.00445297345862093,-0.0037071536265353457,0.0037071536265353457
돼지띠,2.749595691756448e-05,0.0003640231302024254,0.0010566351497642134,0.004752082890675746,-0.004724586933758182,-0.004388059760473321,-0.003695447740911533,0.003695447740911533
내란,0.00012039779594486368,2.3124870013747755e-05,0.0005336963993928309,0.004227944289234593,-0.0041075464932897295,-0.004204819419220845,-0.003694247889841762,0.003694247889841762
등록,0.004415869680237726,0.0022980532248578177,0.0056547229290997035,0.009319085513426053,-0.004903215833188327,-0.007021032288568235,-0.0036643625843263495,0.0036643625843263495
편입,0.0035332258553182833,0.007736904013649195,0.005977005198005227,0.011382848426604846,-0.007849622571286564,-0.0036459444129556514,-0.005405843228599619,0.0036459444129556514
과목,0.006745426948335509,0.009221843987506886,0.012796749708431372,0.01624913746042087,-0.009503710512085359,-0.007027293472913983,-0.003452387751989496,0.003452387751989496
돼지,0.001033242826434479,0.001296570802519416,0.0017096662285596054,0.005161376091906239,-0.00412813326547176,-0.0038648052893868233,-0.0034517098633466336,0.0034517098633466336
수험,0.006419642326829308,0.009942506388399767,0.012305503754078826,0.015756144449608694,-0.009336502122779386,-0.005813638061208926,-0.0034506406955298677,0.0034506406955298677
탐구,0.0021450031334783117,0.004587963991163094,0.007122747242421886,0.010437181380202444,-0.008292178246724133,-0.0058492173890393505,-0.0033144341377805584,0.0033144341377805584
활동,0.004926075127965602,0.005244638984779608,0.0060211498386156135,0.009296115664146525,-0.004370040536180923,-0.004051476679366917,-0.0032749658255309113,0.0032749658255309113
수생,0.002350699253546976,0.004441546780377319,0.005908806988628163,0.009129895630940838,-0.006779196377393862,-0.004688348850563519,-0.0032210886423126757,0.0032210886423126757
서울대,0.01255815458810901,0.008748293505113006,0.012698846251711951,0.015901208605732478,-0.0033430540176234685,-0.007152915100619472,-0.0032023623540205267,0.0032023623540205267
인증,0.0014452756010412667,0.00294921143971775,0.006542439517559126,0.009718003660712383,-0.008272728059671117,-0.006768792220994633,-0.003175564143153257,0.003175564143153257
점수,0.0038011265214270363,0.00535432519818947,0.009470186943462647,0.012590119648080603,-0.008788993126653568,-0.007235794449891133,-0.0031199327046179566,0.0031199327046179566
로물콘,0.001829630566415029,0.0017863765682025723,0.002374245591111296,0.005450925245505493,-0.003621294679090464,-0.003664548677302921,-0.0030766796543941974,0.0030766796543941974
일반고,0.0014631980992456987,0.003293493194306839,0.004304760719486471,0.0073320725532097135,-0.005868874453964015,-0.004038579358902875,-0.0030273118337232428,0.0030273118337232428
분석,0.00667948075217549,0.008853423731787888,0.00822731283460726,0.011833918011722244,-0.0051544372595467534,-0.0029804942799343554,-0.003606605177114983,0.0029804942799343554
공유,0.004625137722894301,0.004799834231056022,0.0058516638583587495,0.008746794996323689,-0.0041216572734293876,-0.003946960765267667,-0.0028951311379649394,0.0028951311379649394
백분위,0.0010618178404493209,0.0010858429306308947,0.003471953463320446,0.006329882553055637,-0.005268064712606316,-0.005244039622424743,-0.002857929089735191,0.002857929089735191
관세,0.0003132608851437405,0.0011686731503257706,0.00026157892138737806,0.004017641819742583,-0.003704380934598842,-0.0028489686694168122,-0.0037560628983552046,0.0028489686694168122
회원,0.005183067754289281,0.005468473160261919,0.004251216180905381,0.008296208441930604,-0.0031131406876413236,-0.0028277352816686854,-0.004044992261025223,0.0028277352816686854
개진,0.001818317829442552,0.0016694660151309827,0.0023028895028556454,0.0051210737390456,-0.0033027559096030484,-0.0034516077239146173,-0.002818184236189955,0.002818184236189955
거부,0.004876362991647435,0.004831088939819845,0.0055809363740726035,0.008398042926397151,-0.0035216799347497166,-0.0035669539865773063,-0.002817106552324548,0.002817106552324548
이주호,0.0010618611854249153,0.0006452227501235549,0.001643387463740365,0.004447801798718797,-0.003385940613293882,-0.0038025790485952424,-0.002804414334978432,0.002804414334978432
맞춤,0.0016639095849867215,0.0015043351099130276,0.001868590724096605,0.004636736346636431,-0.00297282676164971,-0.003132401236723404,-0.002768145622539826,0.002768145622539826
김문수,0.0,3.1523390364383657e-05,0.0004914364585058805,0.003255110606408067,-0.003255110606408067,-0.0032235872160436834,-0.0027636741479021864,0.0027636741479021864
영리,0.0023665406350448933,0.001887518118870358,0.00262470731462813,0.00538260945313832,-0.003016068818093427,-0.0034950913342679624,-0.0027579021385101903,0.0027579021385101903
대행,0.00028601752251457177,0.0002800411717983442,0.0003786011228761878,0.0030933528270132076,-0.0028073353044986357,-0.0028133116552148635,-0.00271475170413702,0.00271475170413702
고대,0.0013151493590711878,0.001253394055525951,0.004049406911429856,0.006761428433070178,-0.00544627907399899,-0.005508034377544227,-0.0027120215216403214,0.0027120215216403214
전년,0.0015766183882629677,0.002417867566044932,0.0026379203096664632,0.005343521411832989,-0.003766903023570021,-0.002925653845788057,-0.002705601102166526,0.002705601102166526
허용,0.0031219112836092244,0.0038552123121189793,0.00281932782554491,0.0064785711220214206,-0.003356659838412196,-0.0026233588099024412,-0.0036592432964765104,0.0026233588099024412
혼란,0.004922106121754909,0.005616172927349745,0.004174007959704508,0.008222863844492601,-0.0033007577227376923,-0.0026066909171428565,-0.004048855884788093,0.0026066909171428565
모욕,0.0019292286644548452,0.0018525604908670662,0.0024008693472017143,0.00499537876443928,-0.003066150099984435,-0.003142818273572214,-0.0025945094172375657,0.0025945094172375657
