,doc_freq,mean_tfidf_in_corpus,sticky_score
수준,565,0.007321926924919005,67.89292973820471
중심,336,0.004002848417913112,67.16173905987722
국가,638,0.008553216473977924,66.7837897045307
도움,500,0.00648847058641181,66.7693081291224
지금,643,0.008669294683096122,66.49916266634149
거리,274,0.0031603275077618227,65.86019958496172
부담,337,0.004219174284435899,64.56960079010348
핵심,297,0.003616628908365963,64.33265612096207
고려,356,0.0045942261320676865,63.637041405835795
영향,566,0.007908161971839425,63.537237175215836
자리,323,0.0041641733234290546,62.54631279213636
기존,390,0.005288646288347804,62.01652662873228
주목,238,0.0028398407456736935,61.98173720307333
예정,526,0.007518847447313842,61.745441886725885
비교,288,0.003711413190151819,61.12815590065443
참고,327,0.004360793167583286,60.99843619734648
적극,251,0.003115276302070742,60.992259468386315
개인,416,0.005827493082991242,60.93012397718069
적용,321,0.00427283716787786,60.87804151350111
기회,447,0.006349014807148159,60.8244794343341
모습,334,0.0044935716809296564,60.79833292417847
도입,223,0.0026685477324745123,60.78699699774162
구성,224,0.002700434394455033,60.53343367893669
마지막,270,0.003460846558826064,60.52662794818353
본격,197,0.0022706428931633877,60.232806342688264
동시,179,0.0019816755947674467,60.033358529723266
생활,292,0.0038800297915881853,59.835700286774234
역할,230,0.0028546589028337435,59.66805515033147
전문가,381,0.005401863604253313,59.5139202507952
장소,255,0.0032853982698358083,59.504387677313865
기록,281,0.003728503891384506,59.4268306539816
실시,216,0.002638365929553752,59.36731054055702
강조,303,0.004110455665707665,59.29021203201112
상대,351,0.00493803614944815,59.110451867596005
하루,776,0.012160279574149788,58.96531267650771
경험,275,0.0036740489237700887,58.83549883302996
활용,253,0.003301066387153216,58.822621467941424
강화,309,0.004265345889926955,58.68560327463818
최대,412,0.006027552034561581,58.62638910018443
전문,529,0.00803521528111531,58.54868794390255
포스팅,690,0.010786935527801049,58.539388662349396
미래,474,0.007113823681845367,58.4188193614032
요즘,393,0.0057365428743053086,58.338528727990514
차이,309,0.004304908140747319,58.247945450092224
요구,466,0.007021526856409914,58.09367821633914
이슈,440,0.006583219184059977,58.02285141973551
실제,200,0.00245830263278569,57.83183868986574
관리,382,0.005637109054667303,57.555179047626545
준비,747,0.011996899801968625,57.47524497240894
발표,807,0.013049967753793952,57.437854245756796
소통,277,0.003837362335331181,57.26261148081554
현실,415,0.006297225814475034,56.870927466269634
마련,268,0.00371430421956805,56.848261698426334
원인,200,0.002520905489839529,56.80356958661657
기준,616,0.009849338568666387,56.7776547944636
마찬가지,182,0.002210725092605343,56.68501498903355
마무리,281,0.003974916626141629,56.483358640310264
분위기,231,0.0030916025130661054,56.457097008403345
우려,386,0.0058390583843803585,56.44051831485759
사용,303,0.004369006002584569,56.435027238587516
방안,298,0.004292581834436386,56.30522291805705
성공,270,0.0037953205059637063,56.30489133400242
공유,338,0.005006949191823077,56.26816362290869
구조,286,0.004086845377900901,56.22345063651583
방향,318,0.00466477532616458,56.136383473359494
희망,281,0.004006572718663089,56.12621962975018
시스템,381,0.005790121735090254,56.11092331836313
안정,258,0.003600065560251167,56.086157169010654
일반,485,0.007664977198643789,55.97244965352135
목적,270,0.0038323917568680427,55.87295351546408
일정,315,0.004660123005872254,55.65250078014107
당시,211,0.0027938964071325617,55.615646121311585
전국,621,0.010169903325003418,55.5958258483683
사회,607,0.009928953098690749,55.54054395866302
시점,186,0.0023510732452967018,55.504605953049435
언급,218,0.0029297658044642834,55.47404370824036
가운데,329,0.004932339127258714,55.45873102369794
목표,372,0.00573286154590016,55.25139607638626
과거,190,0.002462619708520359,54.87174913620257
장기,246,0.0034838452648795174,54.86362384688805
위험,209,0.0028095405244586984,54.86225928248841
입장,595,0.009852543621201816,54.82585657039814
지적,247,0.0035074980644382798,54.797583153434125
공식,184,0.0023605139790454656,54.75352911707397
분야,385,0.00603892670637612,54.69583873508056
발전,251,0.0035925368183743053,54.65388954439576
존재,207,0.0027976911724218343,54.50680179136145
이제,322,0.004925519449232432,54.34122742466242
조건,256,0.0037154516054019927,54.28960392822777
체크인,198,0.002647296640354824,54.28678265684958
주도,174,0.0022128561713140728,54.15741966713475
나머지,155,0.0018628755630925025,54.14136820971977
조치,278,0.004138449981049966,54.10191809305008
지난해,295,0.004453364455888604,54.09504579901233
기관,311,0.004753889520498565,54.050394762020446
