,doc_freq,mean_tfidf_in_corpus,sticky_score
결정,717,0.007290341983463503,86.48617890916665
핵심,367,0.0033848542920712206,83.69719392127044
예정,497,0.004969687649007197,83.25393709378659
중심,415,0.00404214055415879,82.30631326961033
도움,619,0.006551253621556238,81.97314393373935
개인,515,0.005310346739935815,81.61199712541283
지금,824,0.009146087429278225,81.2135718072181
비교,427,0.004297336968900148,80.60653919258893
거리,322,0.0029980524317131042,80.53921390471308
활용,457,0.004696187174980471,80.22910518237434
부담,409,0.0041161316885284,79.94321196170077
역할,282,0.002556763545788473,79.2855629477853
목표,462,0.0048641113198404536,78.7843161225271
생활,391,0.003964977941265293,78.75160869301993
전문가,420,0.004340227206127637,78.64833906656096
국가,757,0.008641667363429502,78.51339104181024
판단,452,0.004781814454620811,78.17615102448727
주목,258,0.0023020706014882744,78.13279337023168
하루,781,0.009021422436319993,77.9330484232929
수준,692,0.007880829483037538,77.92064934043898
장소,282,0.002632906394277317,77.62380017393689
최소,307,0.002964216358583378,77.44279631339477
마련,341,0.003403978150614967,77.4299935962178
사용,387,0.0040287255766979215,76.95786817106868
기존,432,0.004618827248561826,76.88437122009277
시행,368,0.003800548502439259,76.6579068648117
강조,344,0.0035001673655282992,76.44160140244382
고려,484,0.005342492328614014,76.31069537387451
적용,418,0.004485582930066108,76.1997412725219
구조,389,0.004111221988633615,76.1070446294569
계획,620,0.00715801430326007,75.99888612014792
원인,282,0.002716166134691443,75.88465902195591
경험,365,0.003828281729969058,75.59625150588283
전국,690,0.008204964985089202,74.95954640975894
적극,288,0.0028463535522050584,74.87611216470046
자리,425,0.004678665440729526,74.84152824917982
언급,246,0.0022876389999033123,74.8257336061638
방문,391,0.004235475174310239,74.6828104387895
소통,321,0.0033197807078495204,74.3093276509864
조건,306,0.003124929066743259,74.18309382992496
사회,762,0.009308362839721897,73.92056448224106
방향,343,0.0036434718852592267,73.86714261991308
성공,387,0.004250181656771095,73.7117351931796
파악,316,0.00330170807006727,73.459192221535
발표,779,0.009611801238263376,73.40883818961197
상대,327,0.003464216293725918,73.24913903915701
기준,871,0.010896780655119304,73.21308387956198
절반,255,0.002485629103080701,73.15752550224678
이제,414,0.004662360348705602,73.11438596355654
대응,350,0.003796781134082547,72.96559718206582
마지막,434,0.005001106531809323,72.31999593734088
전문,542,0.006515941364548445,72.11338855788999
요즘,483,0.005717281481303327,71.90408818572918
사례,336,0.003676629889353727,71.84660919285031
정리,453,0.00530630952222589,71.83282051149752
본격,221,0.002077269962031598,71.81690353032819
확대,685,0.008554824377371662,71.69153225068796
위험,309,0.003336281051855859,71.2592187417725
확보,324,0.0035472366753601446,71.25206430438085
제시,373,0.004247675002653593,71.07909689746126
해소,201,0.0018288496307292043,71.05361763190905
동시,212,0.0020034292407607405,70.58598122534839
모습,326,0.00362229980819267,70.5276623169683
가운데,353,0.004010018745620037,70.45881820474365
현실,615,0.0077348278937584,70.40779823944297
회복,206,0.001927429493377913,70.368902296704
시점,249,0.002545825860527821,70.22341474009515
구체,243,0.002460493428532523,70.22119966950724
감소,363,0.004177728243638309,70.10796683777393
안전,301,0.003296543927667205,70.05630689860699
영향,666,0.008533649475237635,69.85782325329298
준비,964,0.01279970711419165,69.85655507200006
개선,428,0.005130088903973523,69.81954204980134
전망,412,0.0049017166848523,69.8101962531451
기회,543,0.006778432689097454,69.80840764503746
존재,262,0.002753939083264049,69.79335417776441
부족,676,0.0086944182814371,69.73084721281387
결론,251,0.002600624545778304,69.71012856486105
활동,500,0.006176365589807007,69.67315053042698
의지,227,0.002259206969644733,69.64884467731238
분석,655,0.008418473771398396,69.54417625380823
세계,450,0.005475527115162689,69.49241227734312
인정,350,0.00403784898725514,69.47409517145861
반대,579,0.007355941259673939,69.29201414977317
관리,512,0.006391544033574548,69.26834199652288
공개,521,0.006531283419047879,69.17811626665167
미래,558,0.007071094239940876,69.13560707031064
강화,365,0.004297993606763542,68.89400537102054
이슈,542,0.006873490816782078,68.83858921188369
차지,194,0.0018241055550491168,68.69431620682676
규모,525,0.006650443570501694,68.62347198066739
우려,437,0.005371102078313228,68.59095877423098
기록,460,0.005707657512658993,68.57833739004523
실제,295,0.003304210642405643,68.5375378922262
참고,378,0.004522021012253633,68.45319841434859
마무리,293,0.003286719509153009,68.35063487927913
도입,323,0.0037293856258996468,68.29639736526187
장기,306,0.00348287951153224,68.25969763693465
인사,270,0.002960192421691647,68.1785052971406
행복,391,0.0047412415943191445,68.1037356774687
방안,362,0.004317523817240793,68.07679898420051
현장,478,0.006025891699400875,68.03406890555414
전환,265,0.0029059375594288556,67.8454266019423
해결,696,0.009279849725773953,67.70526987908856
목소리,285,0.003211055551084313,67.67899319841905
연속,201,0.0019777984828100166,67.49953066344678
요구,461,0.0058366265729154305,67.43091714652624
차이,416,0.005169841448511792,67.42474721134724
체크인,211,0.002131367235450318,67.38270670116925
출신,338,0.004019252297048051,67.34070733977376
지적,306,0.0035521084453774645,67.22159712841072
추진,474,0.006051358047662521,67.22109369515393
구성,278,0.0031473367057995335,67.03096944389677
어려움,202,0.002014705351848536,67.00488983977789
일반,658,0.008839721480374192,66.87181149511329
실시,268,0.003011312828717626,66.81104452421297
본인,551,0.00724729991240984,66.8097445044895
정확,274,0.0031068732666615297,66.71742277129826
부동산,400,0.005000929231111007,66.65634347531613
조정,397,0.004962242563064785,66.58568412820983
확산,178,0.0016777573696006322,66.47353566112952
입장,584,0.007790112195513524,66.43828736316628
전달,209,0.0021469602169017963,66.41329587755702
목적,331,0.0039840038753409055,66.41246842476816
마찬가지,211,0.002177865587196239,66.39676670093547
대형,237,0.002572814263620703,66.33426271642325
한계,166,0.0015048016631336258,66.27271230422537
속도,225,0.0023955097892841433,66.26398213018715
구축,162,0.001445489450705502,66.24440761879568
비판,317,0.003786566480487391,66.22701288956537
변화,660,0.00898262979174271,66.11484285893577
인식,227,0.0024335094073897846,66.11311432886664
의견,584,0.007859279788027322,65.91957969193318
이름,220,0.002340496785299572,65.85846780878451
기초,213,0.0022364376150912657,65.81310234648028
심화,245,0.002732923950023204,65.63219698019218
분야,400,0.005100556164448323,65.56779238113485
이익,306,0.0036762696158559364,65.4367744243058
포스팅,614,0.00839124463291732,65.380045350737
절차,222,0.002398649826331689,65.32005688847747
비중,236,0.0026130868684770777,65.31810847367598
